CustomerID,OrderID,OrderDate,OrderAmount
C0493,O00735,2022-02-28,63.0
C0075,O00736,2023-05-23,33.63
C0413,O00737,2022-09-15,326.0
C0376,O00738,2023-02-17,37.52
C0420,O00739,2023-03-28,10.32
C0217,O00740,2022-03-06,74.83
C0277,O00741,2023-08-18,5.88
C0249,O00742,2022-06-03,11.71
C0164,O00743,2022-09-23,24.77
C0394,O00744,2022-03-20,62.43
C0357,O00745,2022-11-11,56.78
C0457,O00746,2023-10-24,160.79
C0408,O00747,2023-07-14,134.51
C0192,O00748,2022-09-05,55.57
C0227,O00749,2023-09-02,40.6
C0177,O00750,2023-02-18,38.05
C0099,O00751,2022-01-25,148.72
C0496,O00752,2022-10-11,5.35
C0036,O00753,2023-03-25,1.29
C0466,O00754,2022-10-28,158.74
C0497,O00755,2022-03-09,64.85
C0487,O00756,2022-01-07,14.03
C0096,O00757,2022-05-17,26.86
C0152,O00758,2022-06-13,269.57
C0151,O00759,2022-03-24,196.26
C0190,O00760,2023-10-12,123.71
C0224,O00761,2023-02-24,65.82
C0037,O00762,2022-03-14,73.46
C0268,O00763,2022-08-25,369.87
C0369,O00764,2022-02-15,337.47
C0183,O00765,2023-09-10,24.24
C0013,O00766,2022-09-19,166.66
C0279,O00767,2022-06-25,21.97
C0217,O00768,2022-06-15,24.02
C0355,O00769,2023-10-19,112.73
C0361,O00770,2023-01-05,51.92
C0286,O00771,2022-02-23,268.16
C0273,O00772,2023-11-21,9.32
C0369,O00773,2023-02-23,71.65
C0062,O00774,2023-05-22,250.74
C0084,O00775,2022-12-07,234.46
C0368,O00776,2022-05-07,17.02
C0217,O00777,2023-02-13,45.67
C0342,O00778,2023-01-02,96.53
C0397,O00779,2022-09-28,17.36
C0187,O00780,2023-10-06,344.27
C0019,O00781,2023-08-28,246.22
C0177,O00782,2023-01-14,18.27
C0100,O00783,2022-03-14,12.91
C0396,O00784,2022-09-05,8.93
C0445,O00785,2022-02-12,240.18
C0233,O00786,2023-01-12,21.52
C0403,O00787,2022-02-10,53.83
C0076,O00788,2022-06-19,59.58
C0265,O00789,2022-07-31,91.38
C0455,O00790,2023-05-08,7.44
C0284,O00791,2023-11-11,25.72
C0206,O00792,2022-02-08,268.08
C0223,O00793,2023-01-04,239.04
C0384,O00794,2022-05-31,152.0
C0052,O00795,2022-04-21,1.96
C0339,O00796,2023-04-25,39.6
C0367,O00797,2023-03-12,98.88
C0144,O00798,2022-02-16,32.18
C0373,O00799,2023-07-29,240.34
C0069,O00800,2023-01-01,100.48
C0099,O00801,2022-03-10,7.46
C0396,O00802,2022-10-26,239.7
C0025,O00803,2022-10-23,316.45
C0436,O00804,2022-07-22,8.09
C0379,O00805,2022-03-02,76.01
C0469,O00806,2022-11-10,36.15
C0484,O00807,2022-06-10,49.9
C0053,O00808,2022-11-27,19.8
C0151,O00809,2023-06-12,86.29
C0144,O00810,2022-12-04,316.96
C0057,O00811,2023-08-29,69.93
C0039,O00812,2022-10-31,8.66
C0109,O00813,2023-05-18,96.76
C0181,O00814,2023-10-12,41.59
C0042,O00815,2022-12-04,193.74
C0186,O00816,2023-07-04,57.04
C0423,O00817,2023-10-01,21.42
C0398,O00818,2022-10-02,21.21
C0223,O00819,2022-06-13,146.43
C0122,O00820,2023-03-19,30.87
C0133,O00821,2022-11-15,145.77
C0163,O00822,2023-08-12,23.05
C0215,O00823,2023-05-19,38.81
C0221,O00824,2023-11-17,62.64
C0235,O00825,2023-01-22,286.81
C0331,O00826,2023-08-26,268.43
C0146,O00827,2023-11-22,23.18
C0239,O00828,2023-05-09,44.35
C0076,O00829,2023-05-05,16.18
C0009,O00830,2023-12-22,71.33
C0074,O00831,2022-03-14,61.73
C0442,O00832,2023-05-24,231.02
C0492,O00833,2023-01-25,265.93
C0401,O00834,2023-09-11,48.38
C0253,O00835,2022-10-22,67.68
C0230,O00836,2023-01-04,226.56
C0007,O00837,2023-11-25,164.36
C0174,O00838,2023-07-03,0.37
C0141,O00839,2023-10-11,38.58
C0168,O00840,2023-07-22,54.78
C0170,O00841,2022-07-06,26.1
C0393,O00842,2023-03-21,22.26
C0434,O00843,2023-07-24,3.85
C0283,O00844,2022-12-29,103.11
C0122,O00845,2022-05-03,30.45
C0194,O00846,2022-07-07,5.38
C0005,O00847,2023-11-11,26.26
C0029,O00848,2023-02-24,161.91
C0165,O00849,2023-09-18,190.71
C0422,O00850,2022-09-09,65.98
C0339,O00851,2023-09-11,53.8
C0136,O00852,2023-07-03,381.01
C0496,O00853,2022-12-01,22.38
C0365,O00854,2022-04-02,24.25
C0321,O00855,2023-06-14,34.51
C0342,O00856,2022-03-04,18.97
C0500,O00857,2023-10-24,47.7
C0145,O00858,2023-05-27,241.73
C0327,O00859,2022-05-19,95.54
C0217,O00860,2023-11-29,53.09
C0301,O00861,2022-07-04,272.43
C0132,O00862,2022-07-24,4.97
C0292,O00863,2022-08-02,23.61
C0070,O00864,2022-09-13,83.45
C0252,O00865,2022-05-15,95.59
C0415,O00866,2023-07-27,4.04
C0275,O00867,2022-03-29,51.59
C0445,O00868,2022-07-26,104.74
C0364,O00869,2022-05-09,119.76
C0182,O00870,2022-01-03,101.65
C0167,O00871,2022-05-01,38.65
C0091,O00872,2023-01-20,9.82
C0202,O00873,2023-09-06,55.71
C0346,O00874,2022-02-07,13.78
C0019,O00875,2022-12-07,294.93
C0039,O00876,2023-10-07,64.47
C0126,O00877,2023-12-15,38.16
C0451,O00878,2022-01-21,145.37
C0173,O00879,2022-08-30,68.91
C0141,O00880,2023-03-31,37.11
C0242,O00881,2023-09-13,167.11
C0220,O00882,2022-10-30,201.86
C0126,O00883,2023-08-19,111.78
C0058,O00884,2023-08-18,4.81
C0148,O00885,2022-03-10,83.55
C0476,O00886,2022-05-09,144.09
C0456,O00887,2022-07-15,14.68
C0317,O00888,2022-05-20,25.96
C0383,O00889,2023-03-20,214.13
C0361,O00890,2022-10-10,2.03
C0423,O00891,2022-11-08,139.73
C0001,O00892,2023-06-19,64.2
C0387,O00893,2023-10-27,59.2
C0461,O00894,2022-10-04,0.71
C0348,O00895,2022-03-02,171.15
C0190,O00896,2022-11-15,44.6
C0191,O00897,2022-02-21,77.82
C0369,O00898,2022-06-02,113.1
C0409,O00899,2022-11-07,121.28
C0312,O00900,2023-06-28,312.31
C0417,O00901,2023-07-21,75.79
C0422,O00902,2023-01-24,51.04
C0117,O00903,2023-07-02,307.27
C0134,O00904,2023-09-14,102.75
C0058,O00905,2022-06-26,35.4
C0044,O00906,2022-12-28,13.52
C0173,O00907,2022-11-10,184.87
C0160,O00908,2022-04-07,44.97
C0173,O00909,2022-08-01,108.02
C0317,O00910,2022-05-17,63.64
C0303,O00911,2022-01-06,22.18
C0149,O00912,2022-04-19,92.05
C0080,O00913,2023-07-01,6.26
C0374,O00914,2022-02-08,53.33
C0213,O00915,2023-10-24,79.1
C0203,O00916,2023-03-01,57.28
C0252,O00917,2023-09-22,138.1
C0229,O00918,2022-09-18,175.98
C0164,O00919,2023-03-02,147.51
C0227,O00920,2022-03-28,3.96
C0147,O00921,2023-04-10,21.58
C0020,O00922,2022-03-17,76.92
C0441,O00923,2023-04-16,273.06
C0402,O00924,2023-02-18,180.15
C0047,O00925,2023-12-27,184.85
C0233,O00926,2023-04-02,36.13
C0305,O00927,2022-10-12,56.12
C0014,O00928,2022-08-27,63.62
C0143,O00929,2023-11-08,17.12
C0415,O00930,2023-08-22,3.16
C0001,O00931,2023-10-15,293.56
C0373,O00932,2023-11-03,27.54
C0054,O00933,2023-07-12,27.44
C0374,O00934,2023-01-07,8.71
C0259,O00935,2023-05-10,263.82
C0144,O00936,2023-09-16,86.69
C0471,O00937,2022-02-14,109.97
C0441,O00938,2023-02-05,242.56
C0459,O00939,2022-09-04,42.41
C0012,O00940,2023-09-08,97.16
C0330,O00941,2023-08-20,3.96
C0224,O00942,2023-03-26,20.67
C0272,O00943,2023-04-30,177.93
C0456,O00944,2023-10-08,145.57
C0358,O00945,2023-09-12,43.18
C0460,O00946,2022-01-18,47.29
C0408,O00947,2023-08-29,76.26
C0156,O00948,2023-10-24,0.02
C0373,O00949,2022-10-16,27.61
C0008,O00950,2023-02-18,23.35
C0122,O00951,2023-12-22,28.83
C0348,O00952,2023-09-30,163.94
C0164,O00953,2022-08-23,32.81
C0090,O00954,2023-02-20,21.26
C0136,O00955,2023-05-14,70.17
C0186,O00956,2023-09-26,200.73
C0316,O00957,2023-10-12,27.62
C0178,O00958,2022-04-25,8.18
C0028,O00959,2023-11-05,44.07
C0220,O00960,2023-12-14,137.69
C0357,O00961,2022-08-22,80.0
C0041,O00962,2023-06-24,169.71
C0228,O00963,2022-01-11,320.87
C0192,O00964,2022-07-25,157.34
C0411,O00965,2023-11-10,92.58
C0447,O00966,2022-09-04,67.99
C0145,O00967,2023-07-13,4.09
C0201,O00968,2022-05-07,415.55
C0417,O00969,2022-05-27,48.37
C0212,O00970,2022-04-28,16.51
C0461,O00971,2023-01-17,109.87
C0220,O00972,2023-02-16,33.45
C0240,O00973,2023-10-26,88.14
C0413,O00974,2023-08-07,88.37
C0397,O00975,2022-12-29,59.01
C0046,O00976,2023-05-24,180.86
C0035,O00977,2022-05-17,30.78
C0253,O00978,2022-06-24,59.54
C0390,O00979,2022-10-16,77.15
C0082,O00980,2023-04-26,108.95
C0371,O00981,2022-01-19,153.23
C0256,O00982,2022-07-14,50.22
C0197,O00983,2022-11-26,103.86
C0303,O00984,2022-06-24,16.32
C0409,O00985,2023-03-25,269.78
C0450,O00986,2022-12-20,48.3
C0010,O00987,2023-05-14,130.76
C0312,O00988,2022-05-21,2.06
C0286,O00989,2022-04-03,22.96
C0242,O00990,2022-08-27,66.76
C0251,O00991,2022-07-24,210.58
C0365,O00992,2023-07-14,74.92
C0005,O00993,2023-03-09,265.74
C0119,O00994,2022-09-02,66.13
C0289,O00995,2022-11-13,67.42
C0374,O00996,2022-10-22,12.75
C0065,O00997,2023-10-02,162.28
C0146,O00998,2022-10-09,28.36
C0224,O00999,2022-01-17,229.87
C0239,O01000,2022-03-12,241.71
C0177,O01001,2022-09-26,287.02
C0267,O01002,2022-11-21,73.44
C0341,O01003,2022-11-01,113.04
C0282,O01004,2023-03-27,150.74
C0063,O01005,2022-01-07,14.04
C0217,O01006,2022-11-10,91.87
C0342,O01007,2022-04-13,3.49
C0315,O01008,2022-07-12,68.83
C0283,O01009,2023-07-28,16.82
C0177,O01010,2023-06-13,20.2
C0461,O01011,2022-06-20,45.42
C0417,O01012,2023-06-21,56.64
C0098,O01013,2022-09-08,97.6
C0105,O01014,2023-01-22,7.73
C0099,O01015,2022-07-26,70.06
C0385,O01016,2023-06-25,20.17
C0405,O01017,2023-09-21,85.33
C0496,O01018,2023-02-20,101.45
C0311,O01019,2023-01-15,81.35
C0006,O01020,2022-05-24,134.05
C0476,O01021,2022-01-25,40.89
C0465,O01022,2023-10-30,144.86
C0197,O01023,2022-03-14,56.7
C0351,O01024,2023-09-24,66.2
C0133,O01025,2022-04-03,104.44
C0358,O01026,2023-05-20,1.85
C0259,O01027,2023-08-21,106.13
C0437,O01028,2022-12-02,96.39
C0023,O01029,2023-03-01,37.08
C0485,O01030,2023-05-14,8.97
C0053,O01031,2022-12-30,9.53
C0165,O01032,2023-09-22,256.69
C0202,O01033,2022-07-18,116.89
C0458,O01034,2023-12-19,13.59
C0083,O01035,2023-02-17,44.12
C0145,O01036,2022-12-05,89.77
C0085,O01037,2023-10-21,180.53
C0078,O01038,2023-03-05,4.46
C0457,O01039,2022-05-19,27.0
C0366,O01040,2023-11-24,220.5
C0001,O01041,2023-06-26,0.92
C0051,O01042,2022-02-26,22.49
C0173,O01043,2022-08-20,319.48
C0205,O01044,2023-10-20,95.04
C0260,O01045,2023-03-11,30.34
C0446,O01046,2023-01-19,6.93
C0449,O01047,2023-07-14,2.86
C0369,O01048,2022-07-13,28.07
C0488,O01049,2023-10-10,213.27
C0288,O01050,2023-06-18,53.77
C0034,O01051,2023-06-02,127.42
C0348,O01052,2023-12-17,250.45
C0095,O01053,2022-07-04,52.43
C0072,O01054,2022-10-19,21.23
C0039,O01055,2022-12-01,72.8
C0154,O01056,2022-04-26,238.69
C0250,O01057,2022-02-18,163.16
C0162,O01058,2023-11-16,6.81
C0438,O01059,2022-03-23,117.95
C0118,O01060,2022-11-29,84.84
C0259,O01061,2023-07-11,238.01
C0379,O01062,2022-12-01,13.07
C0306,O01063,2023-06-16,76.36
C0268,O01064,2022-08-09,211.58
C0449,O01065,2023-09-27,52.77
C0054,O01066,2022-11-19,65.78
C0236,O01067,2022-01-03,7.31
C0389,O01068,2023-11-25,32.59
C0478,O01069,2022-07-25,39.23
C0222,O01070,2022-02-09,290.27
C0251,O01071,2022-02-28,33.22
C0313,O01072,2023-07-28,61.78
C0401,O01073,2023-10-06,111.26
C0112,O01074,2023-05-22,17.7
C0255,O01075,2023-07-26,66.64
C0303,O01076,2022-05-02,134.15
C0407,O01077,2023-04-24,201.63
C0207,O01078,2023-09-11,98.42
C0229,O01079,2022-04-06,110.58
C0341,O01080,2023-02-18,13.5
C0398,O01081,2022-08-23,291.46
C0066,O01082,2022-03-03,14.22
C0075,O01083,2022-09-13,149.02
C0435,O01084,2023-07-15,30.76
C0103,O01085,2022-12-14,271.2
C0422,O01086,2023-11-02,127.28
C0192,O01087,2022-05-04,140.17
C0252,O01088,2023-04-27,24.73
C0226,O01089,2022-11-13,58.53
C0294,O01090,2023-05-19,96.18
C0306,O01091,2023-12-20,146.96
C0098,O01092,2022-02-17,10.98
C0338,O01093,2023-02-13,327.98
C0286,O01094,2022-05-16,220.93
C0335,O01095,2022-07-20,31.52
C0347,O01096,2022-09-07,173.03
C0435,O01097,2022-11-10,73.05
C0447,O01098,2023-01-03,61.95
C0482,O01099,2023-03-05,37.75
C0308,O01100,2023-04-25,86.98
C0249,O01101,2022-11-10,130.89
C0166,O01102,2023-05-15,52.92
C0481,O01103,2023-12-22,99.21
C0472,O01104,2022-12-21,120.17
C0335,O01105,2023-04-30,124.18
C0030,O01106,2022-07-30,5.34
C0247,O01107,2023-12-05,196.43
C0106,O01108,2022-02-13,61.3
C0051,O01109,2023-06-25,30.44
C0081,O01110,2023-07-25,27.68
C0133,O01111,2023-08-06,65.97
C0285,O01112,2022-04-02,217.89
C0388,O01113,2022-09-22,47.54
C0138,O01114,2022-08-08,138.52
C0184,O01115,2023-03-18,10.18
C0401,O01116,2023-02-05,64.64
C0330,O01117,2023-02-04,478.98
C0273,O01118,2023-12-28,147.16
C0340,O01119,2023-07-30,23.64
C0472,O01120,2023-05-05,69.6
C0069,O01121,2023-04-30,26.61
C0034,O01122,2023-04-15,52.69
C0262,O01123,2023-07-28,151.45
C0053,O01124,2023-11-13,147.5
C0450,O01125,2023-03-21,25.89
C0205,O01126,2022-09-26,255.39
C0126,O01127,2022-09-24,89.79
C0235,O01128,2022-02-23,47.79
C0043,O01129,2023-06-12,69.7
C0240,O01130,2023-06-04,92.9
C0459,O01131,2023-09-08,82.07
C0371,O01132,2022-02-28,66.63
C0111,O01133,2022-02-09,70.31
C0249,O01134,2022-08-25,19.41
C0151,O01135,2023-01-21,167.52
C0183,O01136,2023-08-29,78.04
C0336,O01137,2023-12-17,14.05
C0095,O01138,2023-10-12,145.31
C0459,O01139,2022-10-27,269.48
C0374,O01140,2023-01-30,294.33
C0400,O01141,2022-07-26,46.05
C0008,O01142,2022-12-02,14.56
C0388,O01143,2023-08-16,73.06
C0360,O01144,2023-12-31,11.95
C0388,O01145,2023-05-29,271.79
C0184,O01146,2022-06-27,20.28
C0281,O01147,2023-01-31,29.14
C0195,O01148,2023-01-06,52.19
C0352,O01149,2023-10-20,48.32
C0195,O01150,2022-11-14,158.31
C0155,O01151,2023-01-04,60.94
C0093,O01152,2023-01-19,18.73
C0160,O01153,2022-03-03,31.09
C0434,O01154,2023-05-20,71.15
C0061,O01155,2022-08-27,15.95
C0122,O01156,2022-07-14,94.59
C0051,O01157,2023-11-09,83.41
C0403,O01158,2022-08-10,125.42
C0277,O01159,2022-03-02,277.59
C0005,O01160,2022-05-09,243.33
C0466,O01161,2023-11-16,292.02
C0092,O01162,2022-06-05,28.07
C0170,O01163,2023-01-13,14.11
C0317,O01164,2023-09-14,35.99
C0022,O01165,2023-08-09,225.46
C0405,O01166,2023-03-13,357.75
C0326,O01167,2022-07-26,196.13
C0001,O01168,2023-01-23,11.66
C0133,O01169,2023-04-25,294.56
C0233,O01170,2022-12-06,55.05
C0012,O01171,2022-12-06,0.94
C0346,O01172,2022-07-23,58.41
C0046,O01173,2022-06-10,4.72
C0034,O01174,2023-06-24,78.5
C0433,O01175,2023-01-27,41.33
C0078,O01176,2023-11-08,64.14
C0218,O01177,2023-07-29,94.98
C0301,O01178,2023-06-18,203.1
C0411,O01179,2022-03-11,108.44
C0073,O01180,2023-02-09,56.92
C0282,O01181,2023-08-31,171.16
C0249,O01182,2023-11-06,236.0
C0047,O01183,2023-08-14,12.76
C0121,O01184,2023-06-01,75.91
C0214,O01185,2022-04-30,33.48
C0239,O01186,2023-11-21,4.82
C0056,O01187,2023-11-19,110.43
C0350,O01188,2022-08-05,198.61
C0107,O01189,2022-02-25,17.78
C0319,O01190,2023-01-01,167.35
C0048,O01191,2023-11-30,192.0
C0061,O01192,2023-05-19,245.74
C0337,O01193,2023-03-31,30.83
C0026,O01194,2022-04-14,234.29
C0292,O01195,2022-03-18,38.66
C0257,O01196,2022-08-18,80.37
C0008,O01197,2022-09-15,5.18
C0113,O01198,2022-09-21,4.49
C0355,O01199,2022-11-27,127.43
C0253,O01200,2022-07-01,58.79
C0180,O01201,2023-07-04,29.61
C0207,O01202,2023-11-19,21.12
C0303,O01203,2022-01-27,110.85
C0127,O01204,2022-10-03,0.04
C0056,O01205,2023-10-14,163.93
C0214,O01206,2022-10-26,8.26
C0014,O01207,2022-04-01,21.26
C0474,O01208,2023-04-25,48.81
C0028,O01209,2023-07-27,66.33
C0471,O01210,2023-04-03,43.85
C0078,O01211,2023-03-27,38.67
C0216,O01212,2022-12-31,332.19
C0386,O01213,2023-11-06,102.6
C0365,O01214,2022-12-17,2.37
C0154,O01215,2023-10-17,56.24
C0014,O01216,2023-02-04,207.95
C0187,O01217,2022-09-10,35.88
C0312,O01218,2023-04-04,9.93
C0371,O01219,2023-11-30,142.04
C0007,O01220,2023-05-14,93.14
C0003,O01221,2023-05-23,84.47
C0111,O01222,2022-10-31,5.51
C0407,O01223,2023-05-16,15.14
C0238,O01224,2023-08-21,97.43
C0363,O01225,2022-06-15,23.3
C0239,O01226,2023-02-19,70.13
C0493,O01227,2023-04-07,78.72
C0274,O01228,2022-04-24,33.34
C0294,O01229,2023-03-09,296.47
C0227,O01230,2022-12-22,184.81
C0371,O01231,2023-11-26,128.15
C0015,O01232,2022-07-26,8.12
C0192,O01233,2022-08-23,11.22
C0473,O01234,2023-03-18,67.88
C0119,O01235,2022-12-21,17.52
C0485,O01236,2023-05-30,382.89
C0028,O01237,2022-07-27,17.26
C0202,O01238,2023-12-10,66.84
C0039,O01239,2022-05-05,45.27
C0441,O01240,2022-05-18,101.99
C0273,O01241,2022-12-05,13.82
C0231,O01242,2023-06-21,56.27
C0086,O01243,2022-03-09,32.12
C0474,O01244,2023-07-27,218.7
C0126,O01245,2023-06-25,4.14
C0300,O01246,2023-01-18,245.02
C0025,O01247,2022-01-19,178.97
C0145,O01248,2023-11-14,35.32
C0013,O01249,2023-03-26,155.73
C0212,O01250,2022-03-15,3.17
C0025,O01251,2023-07-27,340.72
C0068,O01252,2023-10-27,74.78
C0394,O01253,2022-10-03,36.14
C0067,O01254,2022-02-17,45.03
C0233,O01255,2022-07-30,6.87
C0109,O01256,2023-10-13,454.21
C0146,O01257,2023-09-14,4.01
C0111,O01258,2023-11-26,106.39
C0228,O01259,2023-06-24,58.47
C0111,O01260,2023-12-10,297.43
C0470,O01261,2022-07-10,28.24
C0034,O01262,2022-11-11,75.95
C0111,O01263,2023-07-17,65.85
C0264,O01264,2023-10-23,121.36
C0424,O01265,2023-07-16,7.04
C0369,O01266,2022-04-23,21.54
C0236,O01267,2022-06-19,24.15
C0083,O01268,2023-04-13,134.0
C0042,O01269,2023-11-09,20.97
C0425,O01270,2022-01-14,85.21
C0101,O01271,2023-12-16,24.24
C0006,O01272,2022-10-15,197.78
C0180,O01273,2022-07-08,285.05
C0282,O01274,2022-06-04,73.08
C0320,O01275,2023-07-21,43.43
C0226,O01276,2023-11-25,26.66
C0443,O01277,2023-12-23,5.11
C0440,O01278,2023-04-16,31.27
C0315,O01279,2022-03-16,106.2
C0365,O01280,2022-10-04,76.27
C0454,O01281,2023-10-07,288.31
C0229,O01282,2022-12-09,50.46
C0377,O01283,2023-03-01,118.37
C0289,O01284,2023-07-25,67.2
C0437,O01285,2023-05-26,71.86
C0150,O01286,2022-07-01,31.17
C0277,O01287,2023-04-03,60.69
C0198,O01288,2022-03-05,63.64
C0070,O01289,2022-09-17,122.64
C0112,O01290,2022-07-12,282.41
C0004,O01291,2023-10-17,39.95
C0350,O01292,2023-09-08,4.31
C0331,O01293,2023-02-10,68.58
C0446,O01294,2023-12-27,78.63
C0318,O01295,2023-12-22,18.45
C0350,O01296,2022-04-03,142.91
C0095,O01297,2023-03-06,419.5
C0152,O01298,2023-10-16,291.46
C0311,O01299,2023-03-10,21.95
C0137,O01300,2023-02-08,208.24
C0247,O01301,2023-03-10,121.91
C0387,O01302,2022-04-22,60.49
C0243,O01303,2023-01-10,77.79
C0031,O01304,2022-02-28,189.45
C0040,O01305,2022-02-12,65.42
C0229,O01306,2022-07-26,46.71
C0036,O01307,2022-10-23,67.97
C0408,O01308,2022-04-28,86.54
C0223,O01309,2023-06-16,20.96
C0006,O01310,2022-08-10,231.17
C0322,O01311,2022-06-15,112.14
C0468,O01312,2023-10-05,100.31
C0220,O01313,2022-06-05,10.48
C0075,O01314,2022-07-03,92.68
C0004,O01315,2022-03-31,12.89
C0335,O01316,2022-04-04,8.2
C0134,O01317,2022-01-13,74.93
C0118,O01318,2023-03-14,51.55
C0369,O01319,2023-06-22,88.87
C0094,O01320,2023-08-10,9.35
C0486,O01321,2022-05-30,56.38
C0435,O01322,2023-10-22,19.21
C0062,O01323,2022-01-08,435.05
C0441,O01324,2022-01-29,82.36
C0194,O01325,2022-10-23,116.29
C0335,O01326,2023-12-22,39.37
C0203,O01327,2023-10-02,9.95
C0392,O01328,2022-12-06,372.43
C0026,O01329,2023-09-20,33.72
C0435,O01330,2023-03-15,55.13
C0173,O01331,2022-05-24,104.94
C0300,O01332,2023-06-03,2.5
C0133,O01333,2022-02-14,166.21
C0326,O01334,2022-08-27,76.91
C0410,O01335,2022-06-04,32.6
C0118,O01336,2022-06-30,6.36
C0324,O01337,2022-08-03,17.73
C0275,O01338,2022-03-29,225.41
C0212,O01339,2022-09-13,115.84
C0225,O01340,2023-05-26,28.76
C0020,O01341,2022-03-14,6.79
C0113,O01342,2022-06-28,117.32
C0140,O01343,2022-07-31,84.96
C0047,O01344,2022-08-22,51.84
C0001,O01345,2023-04-10,45.19
C0090,O01346,2022-08-11,24.44
C0142,O01347,2023-09-23,110.75
C0320,O01348,2022-09-21,352.91
C0038,O01349,2022-07-26,19.32
C0293,O01350,2023-08-30,90.91
C0382,O01351,2023-01-01,55.2
C0139,O01352,2022-10-03,59.18
C0356,O01353,2023-01-15,29.32
C0333,O01354,2022-11-05,174.37
C0491,O01355,2023-09-23,66.41
C0259,O01356,2022-09-25,78.4
C0161,O01357,2022-03-05,36.35
C0390,O01358,2022-12-16,20.07
C0178,O01359,2023-05-09,8.98
C0010,O01360,2023-06-07,125.22
C0261,O01361,2022-04-08,21.84
C0407,O01362,2022-03-12,117.14
C0138,O01363,2022-12-30,49.49
C0172,O01364,2023-07-24,53.75
C0386,O01365,2022-10-03,63.33
C0013,O01366,2022-02-19,45.84
C0168,O01367,2022-12-24,10.6
C0130,O01368,2023-12-29,37.05
C0084,O01369,2023-07-18,108.99
C0321,O01370,2023-04-30,109.6
C0319,O01371,2022-03-25,33.72
C0101,O01372,2023-09-30,61.64
C0329,O01373,2023-08-07,21.5
C0273,O01374,2022-10-23,23.62
C0265,O01375,2022-08-24,2.33
C0459,O01376,2022-02-25,227.06
C0399,O01377,2022-12-26,23.66
C0408,O01378,2022-04-20,25.82
C0038,O01379,2022-07-11,32.8
C0419,O01380,2022-04-03,13.63
C0094,O01381,2023-07-22,101.96
C0095,O01382,2022-03-01,7.81
C0305,O01383,2023-10-12,14.41
C0069,O01384,2022-02-08,103.5
C0318,O01385,2023-06-24,41.5
C0444,O01386,2022-02-18,123.08
C0236,O01387,2023-02-24,81.51
C0434,O01388,2023-09-29,29.57
C0334,O01389,2022-01-13,105.22
C0373,O01390,2022-02-05,12.36
C0376,O01391,2022-04-11,76.88
C0459,O01392,2022-03-27,57.47
C0137,O01393,2023-05-31,31.18
C0418,O01394,2022-08-11,92.64
C0076,O01395,2022-12-04,205.05
C0483,O01396,2022-06-15,681.67
C0035,O01397,2023-01-18,93.59
C0001,O01398,2023-01-11,51.87
C0296,O01399,2023-04-16,25.52
C0320,O01400,2023-10-04,29.72
C0406,O01401,2022-01-31,65.29
C0060,O01402,2023-01-10,45.77
C0320,O01403,2022-01-11,245.13
C0349,O01404,2022-10-29,45.93
C0328,O01405,2022-04-06,46.75
C0267,O01406,2022-07-09,48.38
C0361,O01407,2023-03-29,181.17
C0229,O01408,2022-07-11,105.21
C0270,O01409,2023-05-01,95.24
C0316,O01410,2022-09-23,40.67
C0286,O01411,2023-02-28,170.32
C0291,O01412,2022-05-08,3.91
C0213,O01413,2022-08-26,204.64
C0165,O01414,2022-12-21,71.9
C0005,O01415,2022-04-22,50.79
C0339,O01416,2023-03-22,68.75
C0379,O01417,2022-12-09,110.09
C0078,O01418,2022-05-25,1.28
C0410,O01419,2022-03-06,205.22
C0062,O01420,2022-09-04,59.19
C0132,O01421,2023-05-05,42.0
C0089,O01422,2023-03-15,14.88
C0237,O01423,2022-04-16,57.89
C0042,O01424,2022-06-30,68.58
C0089,O01425,2022-07-03,51.69
C0402,O01426,2022-08-14,113.53
C0296,O01427,2022-03-30,54.63
C0328,O01428,2023-11-19,325.5
C0295,O01429,2023-06-14,91.45
C0104,O01430,2023-01-06,164.75
C0014,O01431,2023-02-03,11.58
C0288,O01432,2022-04-16,50.63
C0179,O01433,2022-09-28,41.08
C0125,O01434,2023-05-18,84.28
C0422,O01435,2023-11-10,197.41
C0353,O01436,2023-06-09,8.16
C0023,O01437,2022-02-01,7.53
C0063,O01438,2023-01-28,189.92
C0143,O01439,2022-02-09,23.93
C0481,O01440,2023-10-22,110.49
C0153,O01441,2022-08-06,78.28
C0145,O01442,2022-03-23,178.91
C0225,O01443,2023-12-21,13.36
C0495,O01444,2022-07-20,13.9
C0450,O01445,2023-03-23,81.38
C0462,O01446,2023-03-04,292.58
C0309,O01447,2022-02-07,53.61
C0104,O01448,2022-07-30,39.59
C0104,O01449,2023-03-20,93.32
C0435,O01450,2022-11-23,266.57
C0039,O01451,2022-08-15,181.36
C0435,O01452,2022-02-17,540.0
C0198,O01453,2022-01-18,2.28
C0134,O01454,2023-03-15,11.98
C0067,O01455,2023-12-09,94.02
C0391,O01456,2022-07-06,171.8
C0179,O01457,2022-12-11,33.58
C0456,O01458,2022-08-12,27.34
C0042,O01459,2023-05-03,154.63
C0448,O01460,2022-08-17,5.8
C0500,O01461,2023-01-25,46.11
C0015,O01462,2023-08-12,70.48
C0111,O01463,2022-07-07,82.18
C0157,O01464,2022-09-27,130.42
C0289,O01465,2023-08-30,43.83
C0500,O01466,2022-11-06,94.85
C0478,O01467,2022-05-12,88.04
C0231,O01468,2023-07-05,79.32
C0411,O01469,2022-03-13,102.3
